Anel, Ego0, SxEgo0, Alter0, SxAlter0, Ego1, SxEgo1, Alter1, SxAlter1, Percurso, BarryPercurso, Parente, Casal0, Casal1, Geração0, Lateral0, Geração1, Lateral1, Cnx0, Cnx1
329, 2213, m, 2217, f, 2210, m, 2206, f, 2213 2193 2195 2206 2210 2437 2220 2217 , m2213 f2193 (f2195) f2206 m2210 (f2437) f2220 f2217 , MMDHMDD, 2213 2217, 2206 2210, G1, 1, G-1, 1, 4, 3
330, 2487, m, 2441, f, 2210, m, 2206, f, 2487 2199 2197 2194 2206 2210 2436 2433 2441 , m2487 f2199 (f2197) m2194 f2206 m2210 (m2436) f2433 f2441 , MMSDHFDD, 2441 2487, 2206 2210, G0, 2, G-1, 1, 5, 3
331, 2487, m, 2441, f, 2210, m, 2206, f, 2487 2199 2197 2194 2206 2210 2437 2433 2441 , m2487 f2199 (f2197) m2194 f2206 m2210 (f2437) f2433 f2441 , MMSDHMDD, 2441 2487, 2206 2210, G0, 2, G-1, 1, 5, 3
332, 2752, m, 2446, f, 2210, m, 2206, f, 2752 2478 2474 2475 2202 2195 2206 2210 2436 2433 2446 , m2752 m2478 m2474 (m2475) m2202 f2195 f2206 m2210 (m2436) f2433 f2446 , FFFSDDHFDD, 2446 2752, 2206 2210, G0, 3, G-1, 1, 7, 3
333, 2752, m, 2446, f, 2210, m, 2206, f, 2752 2478 2474 2475 2202 2195 2206 2210 2437 2433 2446 , m2752 m2478 m2474 (m2475) m2202 f2195 f2206 m2210 (f2437) f2433 f2446 , FFFSDDHMDD, 2446 2752, 2206 2210, G0, 3, G-1, 1, 7, 3
334, 2752, m, 2446, f, 2210, m, 2206, f, 2752 2478 2474 2476 2202 2195 2206 2210 2436 2433 2446 , m2752 m2478 m2474 (f2476) m2202 f2195 f2206 m2210 (m2436) f2433 f2446 , FFMSDDHFDD, 2446 2752, 2206 2210, G0, 3, G-1, 1, 7, 3
335, 2752, m, 2446, f, 2210, m, 2206, f, 2752 2478 2474 2476 2202 2195 2206 2210 2437 2433 2446 , m2752 m2478 m2474 (f2476) m2202 f2195 f2206 m2210 (f2437) f2433 f2446 , FFMSDDHMDD, 2446 2752, 2206 2210, G0, 3, G-1, 1, 7, 3
336, 2462, m, 2465, f, 2210, m, 2206, f, 2462 2220 2436 2210 2206 2194 2178 2465 , m2462 f2220 (m2436) m2210 f2206 (m2194) f2178 f2465 , MFSWFDD, 2462 2465, 2206 2210, G1, 1, G-1, 1, 4, 3
337, 2462, m, 2465, f, 2210, m, 2206, f, 2462 2220 2437 2210 2206 2194 2178 2465 , m2462 f2220 (f2437) m2210 f2206 (m2194) f2178 f2465 , MMSWFDD, 2462 2465, 2206 2210, G1, 1, G-1, 1, 4, 3
338, 2462, m, 2465, f, 2210, m, 2206, f, 2462 2220 2436 2210 2206 2195 2178 2465 , m2462 f2220 (m2436) m2210 f2206 (f2195) f2178 f2465 , MFSWMDD, 2462 2465, 2206 2210, G1, 1, G-1, 1, 4, 3
339, 2462, m, 2465, f, 2210, m, 2206, f, 2462 2220 2437 2210 2206 2195 2178 2465 , m2462 f2220 (f2437) m2210 f2206 (f2195) f2178 f2465 , MMSWMDD, 2462 2465, 2206 2210, G1, 1, G-1, 1, 4, 3
340, 2466, m, 2463, f, 2210, m, 2206, f, 2466 2208 2194 2206 2210 2436 2220 2463 , m2466 m2208 (m2194) f2206 m2210 (m2436) f2220 f2463 , FFDHFDD, 2463 2466, 2206 2210, G1, 1, G-1, 1, 4, 3
341, 2466, m, 2463, f, 2210, m, 2206, f, 2466 2208 2194 2206 2210 2437 2220 2463 , m2466 m2208 (m2194) f2206 m2210 (f2437) f2220 f2463 , FFDHMDD, 2463 2466, 2206 2210, G1, 1, G-1, 1, 4, 3
342, 2466, m, 2463, f, 2210, m, 2206, f, 2466 2208 2195 2206 2210 2436 2220 2463 , m2466 m2208 (f2195) f2206 m2210 (m2436) f2220 f2463 , FMDHFDD, 2463 2466, 2206 2210, G1, 1, G-1, 1, 4, 3
343, 2466, m, 2463, f, 2210, m, 2206, f, 2466 2208 2195 2206 2210 2437 2220 2463 , m2466 m2208 (f2195) f2206 m2210 (f2437) f2220 f2463 , FMDHMDD, 2463 2466, 2206 2210, G1, 1, G-1, 1, 4, 3
344, 2489, m, 2490, f, 2210, m, 2206, f, 2489 2178 2194 2206 2210 2437 2835 2861 2557 2490 , m2489 f2178 (m2194) f2206 m2210 f2437 (m2835) f2861 f2557 f2490 , MFDHMFDDD, 2489 2490, 2206 2210, G1, 1, G-1, 2, 4, 5
345, 2489, m, 2490, f, 2210, m, 2206, f, 2489 2178 2194 2206 2210 2437 2836 2861 2557 2490 , m2489 f2178 (m2194) f2206 m2210 f2437 (f2836) f2861 f2557 f2490 , MFDHMMDDD, 2489 2490, 2206 2210, G1, 1, G-1, 2, 4, 5
346, 2489, m, 2490, f, 2210, m, 2206, f, 2489 2178 2195 2206 2210 2437 2835 2861 2557 2490 , m2489 f2178 (f2195) f2206 m2210 f2437 (m2835) f2861 f2557 f2490 , MMDHMFDDD, 2489 2490, 2206 2210, G1, 1, G-1, 2, 4, 5
347, 2489, m, 2490, f, 2210, m, 2206, f, 2489 2178 2195 2206 2210 2437 2836 2861 2557 2490 , m2489 f2178 (f2195) f2206 m2210 f2437 (f2836) f2861 f2557 f2490 , MMDHMMDDD, 2489 2490, 2206 2210, G1, 1, G-1, 2, 4, 5
348, 2492, m, 2491, f, 2210, m, 2206, f, 2492 2478 2474 2475 2202 2195 2206 2210 2491 , m2492 m2478 m2474 (m2475) m2202 f2195 f2206 (m2210) f2491 , FFFSDDHD, 2491 2492, 2206 2210, G0, 3, G-1, 0, 7, 1
349, 2492, m, 2491, f, 2210, m, 2206, f, 2492 2478 2474 2476 2202 2195 2206 2210 2491 , m2492 m2478 m2474 (f2476) m2202 f2195 f2206 (m2210) f2491 , FFMSDDHD, 2491 2492, 2206 2210, G0, 3, G-1, 0, 7, 1
350, 2213, m, 2217, f, 2207, m, 2497, f, 2213 2193 2194 2207 2497 2499 2604 2219 2217 , m2213 f2193 (m2194) m2207 f2497 f2499 (m2604) m2219 f2217 , MFSWMFSD, 2213 2217, 2207 2497, G1, 1, G0, 2, 4, 4
351, 2213, m, 2217, f, 2207, m, 2497, f, 2213 2193 2194 2207 2497 2499 2605 2219 2217 , m2213 f2193 (m2194) m2207 f2497 f2499 (f2605) m2219 f2217 , MFSWMMSD, 2213 2217, 2207 2497, G1, 1, G0, 2, 4, 4
352, 2213, m, 2217, f, 2207, m, 2497, f, 2213 2193 2195 2207 2497 2499 2604 2219 2217 , m2213 f2193 (f2195) m2207 f2497 f2499 (m2604) m2219 f2217 , MMSWMFSD, 2213 2217, 2207 2497, G1, 1, G0, 2, 4, 4
353, 2213, m, 2217, f, 2207, m, 2497, f, 2213 2193 2195 2207 2497 2499 2605 2219 2217 , m2213 f2193 (f2195) m2207 f2497 f2499 (f2605) m2219 f2217 , MMSWMMSD, 2213 2217, 2207 2497, G1, 1, G0, 2, 4, 4
354, 2372, m, 2502, f, 2207, m, 2497, f, 2372 2360 2527 2526 2607 2605 2499 2497 2207 2502 , m2372 f2360 m2527 f2526 (m2607) f2605 f2499 f2497 (m2207) f2502 , MFMFDDDHD, 2372 2502, 2207 2497, G1, 3, G-1, 0, 8, 1
355, 2372, m, 2502, f, 2207, m, 2497, f, 2372 2360 2527 2526 6117 2605 2499 2497 2207 2502 , m2372 f2360 m2527 f2526 (f6117) f2605 f2499 f2497 (m2207) f2502 , MFMMDDDHD, 2372 2502, 2207 2497, G1, 3, G-1, 0, 8, 1
356, 2462, m, 2465, f, 2207, m, 2497, f, 2462 2219 2604 2499 2497 2207 2194 2178 2465 , m2462 m2219 (m2604) f2499 f2497 m2207 (m2194) f2178 f2465 , FFDDHFDD, 2462 2465, 2207 2497, G0, 2, G-1, 1, 5, 3
357, 2462, m, 2465, f, 2207, m, 2497, f, 2462 2219 2605 2499 2497 2207 2194 2178 2465 , m2462 m2219 (f2605) f2499 f2497 m2207 (m2194) f2178 f2465 , FMDDHFDD, 2462 2465, 2207 2497, G0, 2, G-1, 1, 5, 3
358, 2462, m, 2465, f, 2207, m, 2497, f, 2462 2219 2604 2499 2497 2207 2195 2178 2465 , m2462 m2219 (m2604) f2499 f2497 m2207 (f2195) f2178 f2465 , FFDDHMDD, 2462 2465, 2207 2497, G0, 2, G-1, 1, 5, 3
359, 2462, m, 2465, f, 2207, m, 2497, f, 2462 2219 2605 2499 2497 2207 2195 2178 2465 , m2462 m2219 (f2605) f2499 f2497 m2207 (f2195) f2178 f2465 , FMDDHMDD, 2462 2465, 2207 2497, G0, 2, G-1, 1, 5, 3
360, 2466, m, 2463, f, 2207, m, 2497, f, 2466 2208 2194 2207 2497 2499 2604 2219 2463 , m2466 m2208 (m2194) m2207 f2497 f2499 (m2604) m2219 f2463 , FFSWMFSD, 2463 2466, 2207 2497, G1, 1, G0, 2, 4, 4
361, 2466, m, 2463, f, 2207, m, 2497, f, 2466 2208 2194 2207 2497 2499 2605 2219 2463 , m2466 m2208 (m2194) m2207 f2497 f2499 (f2605) m2219 f2463 , FFSWMMSD, 2463 2466, 2207 2497, G1, 1, G0, 2, 4, 4
362, 2466, m, 2463, f, 2207, m, 2497, f, 2466 2208 2195 2207 2497 2499 2604 2219 2463 , m2466 m2208 (f2195) m2207 f2497 f2499 (m2604) m2219 f2463 , FMSWMFSD, 2463 2466, 2207 2497, G1, 1, G0, 2, 4, 4
363, 2466, m, 2463, f, 2207, m, 2497, f, 2466 2208 2195 2207 2497 2499 2605 2219 2463 , m2466 m2208 (f2195) m2207 f2497 f2499 (f2605) m2219 f2463 , FMSWMMSD, 2463 2466, 2207 2497, G1, 1, G0, 2, 4, 4
364, 2207, m, 2497, f, 2478, m, 2482, f, 2207 2195 2202 2475 2474 2478 2482 2604 2499 2497 , m2207 f2195 m2202 (m2475) m2474 m2478 f2482 (m2604) f2499 f2497 , MFFSSWFDD, 2207 2497, 2478 2482, G1, 2, G-1, 1, 6, 3
365, 2207, m, 2497, f, 2478, m, 2482, f, 2207 2195 2202 2475 2474 2478 2482 2605 2499 2497 , m2207 f2195 m2202 (m2475) m2474 m2478 f2482 (f2605) f2499 f2497 , MFFSSWMDD, 2207 2497, 2478 2482, G1, 2, G-1, 1, 6, 3
366, 2207, m, 2497, f, 2478, m, 2482, f, 2207 2195 2202 2476 2474 2478 2482 2604 2499 2497 , m2207 f2195 m2202 (f2476) m2474 m2478 f2482 (m2604) f2499 f2497 , MFMSSWFDD, 2207 2497, 2478 2482, G1, 2, G-1, 1, 6, 3
367, 2207, m, 2497, f, 2478, m, 2482, f, 2207 2195 2202 2476 2474 2478 2482 2605 2499 2497 , m2207 f2195 m2202 (f2476) m2474 m2478 f2482 (f2605) f2499 f2497 , MFMSSWMDD, 2207 2497, 2478 2482, G1, 2, G-1, 1, 6, 3
368, 2492, m, 2491, f, 2207, m, 2497, f, 2492 2482 2604 2499 2497 2207 2194 2206 2491 , m2492 f2482 (m2604) f2499 f2497 m2207 (m2194) f2206 f2491 , MFDDHFDD, 2491 2492, 2207 2497, G0, 2, G-1, 1, 5, 3
369, 2492, m, 2491, f, 2207, m, 2497, f, 2492 2482 2605 2499 2497 2207 2194 2206 2491 , m2492 f2482 (f2605) f2499 f2497 m2207 (m2194) f2206 f2491 , MMDDHFDD, 2491 2492, 2207 2497, G0, 2, G-1, 1, 5, 3
370, 2492, m, 2491, f, 2207, m, 2497, f, 2492 2482 2604 2499 2497 2207 2195 2206 2491 , m2492 f2482 (m2604) f2499 f2497 m2207 (f2195) f2206 f2491 , MFDDHMDD, 2491 2492, 2207 2497, G0, 2, G-1, 1, 5, 3
371, 2492, m, 2491, f, 2207, m, 2497, f, 2492 2482 2605 2499 2497 2207 2195 2206 2491 , m2492 f2482 (f2605) f2499 f2497 m2207 (f2195) f2206 f2491 , MMDDHMDD, 2491 2492, 2207 2497, G0, 2, G-1, 1, 5, 3
372, 2496, m, 2494, f, 2207, m, 2497, f, 2496 2185 2173 2962 6987 6220 2498 2497 2207 2194 2208 2494 , m2496 m2185 f2173 f2962 (m6987) m6220 m2498 f2497 m2207 (m2194) m2208 f2494 , FMMFSSDHFSD, 2494 2496, 2207 2497, G1, 3, G-1, 1, 8, 3
373, 2496, m, 2494, f, 2207, m, 2497, f, 2496 2185 2173 2962 6988 6220 2498 2497 2207 2194 2208 2494 , m2496 m2185 f2173 f2962 (f6988) m6220 m2498 f2497 m2207 (m2194) m2208 f2494 , FMMMSSDHFSD, 2494 2496, 2207 2497, G1, 3, G-1, 1, 8, 3
374, 2496, m, 2494, f, 2207, m, 2497, f, 2496 2185 2173 2962 6987 6220 2498 2497 2207 2195 2208 2494 , m2496 m2185 f2173 f2962 (m6987) m6220 m2498 f2497 m2207 (f2195) m2208 f2494 , FMMFSSDHMSD, 2494 2496, 2207 2497, G1, 3, G-1, 1, 8, 3
375, 2496, m, 2494, f, 2207, m, 2497, f, 2496 2185 2173 2962 6988 6220 2498 2497 2207 2195 2208 2494 , m2496 m2185 f2173 f2962 (f6988) m6220 m2498 f2497 m2207 (f2195) m2208 f2494 , FMMMSSDHMSD, 2494 2496, 2207 2497, G1, 3, G-1, 1, 8, 3
376, 2503, m, 2508, f, 2207, m, 2497, f, 2503 2207 2497 2498 6220 6987 2962 2173 2363 2508 , m2503 (m2207) f2497 m2498 m6220 (m6987) f2962 f2173 m2363 f2508 , FWFFFDDSD, 2503 2508, 2207 2497, G1, 0, G-1, 3, 2, 7
377, 2503, m, 2508, f, 2207, m, 2497, f, 2503 2207 2497 2498 6220 6988 2962 2173 2363 2508 , m2503 (m2207) f2497 m2498 m6220 (f6988) f2962 f2173 m2363 f2508 , FWFFMDDSD, 2503 2508, 2207 2497, G1, 0, G-1, 3, 2, 7
378, 2466, m, 2463, f, 2213, m, 2217, f, 2466 2208 2194 2193 2213 2217 2219 2463 , m2466 m2208 (m2194) f2193 m2213 f2217 (m2219) f2463 , FFDSWFD, 2463 2466, 2213 2217, G0, 2, G0, 1, 5, 2
379, 2466, m, 2463, f, 2213, m, 2217, f, 2466 2208 2194 2193 2213 2217 2220 2463 , m2466 m2208 (m2194) f2193 m2213 f2217 (f2220) f2463 , FFDSWMD, 2463 2466, 2213 2217, G0, 2, G0, 1, 5, 2
380, 2466, m, 2463, f, 2213, m, 2217, f, 2466 2208 2195 2193 2213 2217 2219 2463 , m2466 m2208 (f2195) f2193 m2213 f2217 (m2219) f2463 , FMDSWFD, 2463 2466, 2213 2217, G0, 2, G0, 1, 5, 2
381, 2466, m, 2463, f, 2213, m, 2217, f, 2466 2208 2195 2193 2213 2217 2220 2463 , m2466 m2208 (f2195) f2193 m2213 f2217 (f2220) f2463 , FMDSWMD, 2463 2466, 2213 2217, G0, 2, G0, 1, 5, 2
382, 2213, m, 2217, f, 2478, m, 2482, f, 2213 2193 2195 2202 2475 2474 2478 2482 2604 2219 2217 , m2213 f2193 f2195 m2202 (m2475) m2474 m2478 f2482 (m2604) m2219 f2217 , MMFFSSWFSD, 2213 2217, 2478 2482, G2, 2, G-1, 1, 7, 3
383, 2213, m, 2217, f, 2478, m, 2482, f, 2213 2193 2195 2202 2475 2474 2478 2482 2605 2219 2217 , m2213 f2193 f2195 m2202 (m2475) m2474 m2478 f2482 (f2605) m2219 f2217 , MMFFSSWMSD, 2213 2217, 2478 2482, G2, 2, G-1, 1, 7, 3
384, 2213, m, 2217, f, 2478, m, 2482, f, 2213 2193 2195 2202 2476 2474 2478 2482 2604 2219 2217 , m2213 f2193 f2195 m2202 (f2476) m2474 m2478 f2482 (m2604) m2219 f2217 , MMFMSSWFSD, 2213 2217, 2478 2482, G2, 2, G-1, 1, 7, 3
385, 2213, m, 2217, f, 2478, m, 2482, f, 2213 2193 2195 2202 2476 2474 2478 2482 2605 2219 2217 , m2213 f2193 f2195 m2202 (f2476) m2474 m2478 f2482 (f2605) m2219 f2217 , MMFMSSWMSD, 2213 2217, 2478 2482, G2, 2, G-1, 1, 7, 3
386, 2213, m, 2217, f, 2478, m, 2482, f, 2213 2171 2172 2726 2725 2478 2482 2604 2219 2217 , m2213 m2171 m2172 (f2726) f2725 m2478 f2482 (m2604) m2219 f2217 , FFMDSWFSD, 2213 2217, 2478 2482, G1, 2, G-1, 1, 6, 3
387, 2213, m, 2217, f, 2478, m, 2482, f, 2213 2171 2172 2726 2725 2478 2482 2605 2219 2217 , m2213 m2171 m2172 (f2726) f2725 m2478 f2482 (f2605) m2219 f2217 , FFMDSWMSD, 2213 2217, 2478 2482, G1, 2, G-1, 1, 6, 3
388, 2213, m, 2217, f, 2485, m, 2614, f, 2213 2193 2194 2196 2198 2485 2614 2529 2526 2607 2605 2219 2217 , m2213 f2193 m2194 (m2196) m2198 m2485 f2614 m2529 f2526 (m2607) f2605 m2219 f2217 , MFFSSWFMFDSD, 2213 2217, 2485 2614, G1, 2, G0, 3, 6, 6
389, 2213, m, 2217, f, 2485, m, 2614, f, 2213 2193 2194 2196 2198 2485 2614 2529 2526 6117 2605 2219 2217 , m2213 f2193 m2194 (m2196) m2198 m2485 f2614 m2529 f2526 (f6117) f2605 m2219 f2217 , MFFSSWFMMDSD, 2213 2217, 2485 2614, G1, 2, G0, 3, 6, 6
390, 2213, m, 2217, f, 2485, m, 2614, f, 2213 2193 2194 2197 2198 2485 2614 2529 2526 2607 2605 2219 2217 , m2213 f2193 m2194 (f2197) m2198 m2485 f2614 m2529 f2526 (m2607) f2605 m2219 f2217 , MFMSSWFMFDSD, 2213 2217, 2485 2614, G1, 2, G0, 3, 6, 6
391, 2213, m, 2217, f, 2485, m, 2614, f, 2213 2193 2194 2197 2198 2485 2614 2529 2526 6117 2605 2219 2217 , m2213 f2193 m2194 (f2197) m2198 m2485 f2614 m2529 f2526 (f6117) f2605 m2219 f2217 , MFMSSWFMMDSD, 2213 2217, 2485 2614, G1, 2, G0, 3, 6, 6
392, 2213, m, 2217, f, 2485, m, 2614, f, 2213 2193 2195 2202 2475 2474 2200 2485 2614 2529 2526 2607 2605 2219 2217 , m2213 f2193 f2195 m2202 (m2475) m2474 f2200 m2485 f2614 m2529 f2526 (m2607) f2605 m2219 f2217 , MMFFSDSWFMFDSD, 2213 2217, 2485 2614, G1, 3, G0, 3, 8, 6
393, 2213, m, 2217, f, 2485, m, 2614, f, 2213 2193 2195 2202 2475 2474 2200 2485 2614 2529 2526 6117 2605 2219 2217 , m2213 f2193 f2195 m2202 (m2475) m2474 f2200 m2485 f2614 m2529 f2526 (f6117) f2605 m2219 f2217 , MMFFSDSWFMMDSD, 2213 2217, 2485 2614, G1, 3, G0, 3, 8, 6
394, 2213, m, 2217, f, 2485, m, 2614, f, 2213 2193 2195 2202 2476 2474 2200 2485 2614 2529 2526 2607 2605 2219 2217 , m2213 f2193 f2195 m2202 (f2476) m2474 f2200 m2485 f2614 m2529 f2526 (m2607) f2605 m2219 f2217 , MMFMSDSWFMFDSD, 2213 2217, 2485 2614, G1, 3, G0, 3, 8, 6
395, 2213, m, 2217, f, 2485, m, 2614, f, 2213 2193 2195 2202 2476 2474 2200 2485 2614 2529 2526 6117 2605 2219 2217 , m2213 f2193 f2195 m2202 (f2476) m2474 f2200 m2485 f2614 m2529 f2526 (f6117) f2605 m2219 f2217 , MMFMSDSWFMMDSD, 2213 2217, 2485 2614, G1, 3, G0, 3, 8, 6
396, 2213, m, 2217, f, 2485, m, 2614, f, 2213 2171 2172 2726 2725 2200 2485 2614 2529 2526 2607 2605 2219 2217 , m2213 m2171 m2172 (f2726) f2725 f2200 m2485 f2614 m2529 f2526 (m2607) f2605 m2219 f2217 , FFMDDSWFMFDSD, 2213 2217, 2485 2614, G0, 3, G0, 3, 7, 6
397, 2213, m, 2217, f, 2485, m, 2614, f, 2213 2171 2172 2726 2725 2200 2485 2614 2529 2526 6117 2605 2219 2217 , m2213 m2171 m2172 (f2726) f2725 f2200 m2485 f2614 m2529 f2526 (f6117) f2605 m2219 f2217 , FFMDDSWFMMDSD, 2213 2217, 2485 2614, G0, 3, G0, 3, 7, 6
398, 2213, m, 2217, f, 2498, m, 2499, f, 2213 2171 2173 2962 6987 6220 2498 2499 2604 2219 2217 , m2213 m2171 f2173 f2962 (m6987) m6220 m2498 f2499 (m2604) m2219 f2217 , FMMFSSWFSD, 2213 2217, 2498 2499, G2, 2, G-1, 1, 7, 3
399, 2213, m, 2217, f, 2498, m, 2499, f, 2213 2171 2173 2962 6987 6220 2498 2499 2605 2219 2217 , m2213 m2171 f2173 f2962 (m6987) m6220 m2498 f2499 (f2605) m2219 f2217 , FMMFSSWMSD, 2213 2217, 2498 2499, G2, 2, G-1, 1, 7, 3
400, 2213, m, 2217, f, 2498, m, 2499, f, 2213 2171 2173 2962 6988 6220 2498 2499 2604 2219 2217 , m2213 m2171 f2173 f2962 (f6988) m6220 m2498 f2499 (m2604) m2219 f2217 , FMMMSSWFSD, 2213 2217, 2498 2499, G2, 2, G-1, 1, 7, 3
401, 2213, m, 2217, f, 2498, m, 2499, f, 2213 2171 2173 2962 6988 6220 2498 2499 2605 2219 2217 , m2213 m2171 f2173 f2962 (f6988) m6220 m2498 f2499 (f2605) m2219 f2217 , FMMMSSWMSD, 2213 2217, 2498 2499, G2, 2, G-1, 1, 7, 3
402, 2213, m, 2217, f, 2532, m, 2535, f, 2213 2171 2172 2535 2532 2527 2526 2607 2605 2219 2217 , m2213 m2171 (m2172) f2535 m2532 m2527 f2526 (m2607) f2605 m2219 f2217 , FFDHFMFDSD, 2213 2217, 2532 2535, G1, 1, G0, 3, 4, 6
403, 2213, m, 2217, f, 2532, m, 2535, f, 2213 2171 2172 2535 2532 2527 2526 6117 2605 2219 2217 , m2213 m2171 (m2172) f2535 m2532 m2527 f2526 (f6117) f2605 m2219 f2217 , FFDHFMMDSD, 2213 2217, 2532 2535, G1, 1, G0, 3, 4, 6
404, 2213, m, 2217, f, 2676, m, 2677, f, 2213 2171 2172 2676 2677 2527 2526 2607 2605 2219 2217 , m2213 m2171 (m2172) m2676 f2677 m2527 f2526 (m2607) f2605 m2219 f2217 , FFSWFMFDSD, 2213 2217, 2676 2677, G1, 1, G0, 3, 4, 6
405, 2213, m, 2217, f, 2676, m, 2677, f, 2213 2171 2172 2676 2677 2527 2526 6117 2605 2219 2217 , m2213 m2171 (m2172) m2676 f2677 m2527 f2526 (f6117) f2605 m2219 f2217 , FFSWFMMDSD, 2213 2217, 2676 2677, G1, 1, G0, 3, 4, 6
406, 2213, m, 2217, f, 2709, m, 2754, f, 2213 2171 2172 2726 2264 2754 2709 2711 2436 2220 2217 , m2213 m2171 m2172 (f2726) m2264 f2754 m2709 (m2711) m2436 f2220 f2217 , FFMSDHFSDD, 2213 2217, 2709 2754, G1, 2, G-2, 1, 6, 4
407, 2213, m, 2217, f, 2709, m, 2754, f, 2213 2171 2172 2726 2264 2754 2709 2712 2436 2220 2217 , m2213 m2171 m2172 (f2726) m2264 f2754 m2709 (f2712) m2436 f2220 f2217 , FFMSDHMSDD, 2213 2217, 2709 2754, G1, 2, G-2, 1, 6, 4
408, 2213, m, 2217, f, 2709, m, 2754, f, 2213 2171 2173 2174 6985 2265 2754 2709 2711 2436 2220 2217 , m2213 m2171 f2173 m2174 (m6985) f2265 f2754 m2709 (m2711) m2436 f2220 f2217 , FMFFDDHFSDD, 2213 2217, 2709 2754, G2, 2, G-2, 1, 7, 4
409, 2213, m, 2217, f, 2709, m, 2754, f, 2213 2171 2173 2174 6985 2265 2754 2709 2712 2436 2220 2217 , m2213 m2171 f2173 m2174 (m6985) f2265 f2754 m2709 (f2712) m2436 f2220 f2217 , FMFFDDHMSDD, 2213 2217, 2709 2754, G2, 2, G-2, 1, 7, 4
410, 2213, m, 2217, f, 2709, m, 2754, f, 2213 2171 2173 2174 6986 2265 2754 2709 2711 2436 2220 2217 , m2213 m2171 f2173 m2174 (f6986) f2265 f2754 m2709 (m2711) m2436 f2220 f2217 , FMFMDDHFSDD, 2213 2217, 2709 2754, G2, 2, G-2, 1, 7, 4
411, 2213, m, 2217, f, 2709, m, 2754, f, 2213 2171 2173 2174 6986 2265 2754 2709 2712 2436 2220 2217 , m2213 m2171 f2173 m2174 (f6986) f2265 f2754 m2709 (f2712) m2436 f2220 f2217 , FMFMDDHMSDD, 2213 2217, 2709 2754, G2, 2, G-2, 1, 7, 4
412, 2762, m, 2757, f, 2213, m, 2217, f, 2762 2441 2433 2436 2220 2217 2213 2171 2172 2726 2264 2608 2267 2757 , m2762 f2441 f2433 (m2436) f2220 f2217 m2213 m2171 m2172 (f2726) m2264 f2608 m2267 f2757 , MMFDDHFFMSDSD, 2757 2762, 2213 2217, G1, 2, G-1, 3, 6, 7
413, 2762, m, 2757, f, 2213, m, 2217, f, 2762 2441 2433 2437 2220 2217 2213 2171 2172 2726 2264 2608 2267 2757 , m2762 f2441 f2433 (f2437) f2220 f2217 m2213 m2171 m2172 (f2726) m2264 f2608 m2267 f2757 , MMMDDHFFMSDSD, 2757 2762, 2213 2217, G1, 2, G-1, 3, 6, 7
414, 2762, m, 2757, f, 2213, m, 2217, f, 2762 2441 2433 2436 2220 2217 2213 2171 2173 2174 6985 2265 2608 2267 2757 , m2762 f2441 f2433 (m2436) f2220 f2217 m2213 m2171 f2173 m2174 (m6985) f2265 f2608 m2267 f2757 , MMFDDHFMFFDDSD, 2757 2762, 2213 2217, G1, 2, G0, 4, 6, 8
415, 2762, m, 2757, f, 2213, m, 2217, f, 2762 2441 2433 2437 2220 2217 2213 2171 2173 2174 6985 2265 2608 2267 2757 , m2762 f2441 f2433 (f2437) f2220 f2217 m2213 m2171 f2173 m2174 (m6985) f2265 f2608 m2267 f2757 , MMMDDHFMFFDDSD, 2757 2762, 2213 2217, G1, 2, G0, 4, 6, 8
416, 2762, m, 2757, f, 2213, m, 2217, f, 2762 2441 2433 2436 2220 2217 2213 2171 2173 2174 6986 2265 2608 2267 2757 , m2762 f2441 f2433 (m2436) f2220 f2217 m2213 m2171 f2173 m2174 (f6986) f2265 f2608 m2267 f2757 , MMFDDHFMFMDDSD, 2757 2762, 2213 2217, G1, 2, G0, 4, 6, 8
417, 2762, m, 2757, f, 2213, m, 2217, f, 2762 2441 2433 2437 2220 2217 2213 2171 2173 2174 6986 2265 2608 2267 2757 , m2762 f2441 f2433 (f2437) f2220 f2217 m2213 m2171 f2173 m2174 (f6986) f2265 f2608 m2267 f2757 , MMMDDHFMFMDDSD, 2757 2762, 2213 2217, G1, 2, G0, 4, 6, 8
418, 2758, m, 3069, f, 2213, m, 2217, f, 2758 2267 2608 2264 2726 2172 2171 2213 2217 2220 2436 2433 2441 3069 , m2758 m2267 f2608 m2264 (f2726) m2172 m2171 m2213 f2217 f2220 (m2436) f2433 f2441 f3069 , FMFMSSSWMFDDD, 2758 3069, 2213 2217, G1, 3, G-1, 2, 8, 5
419, 2758, m, 3069, f, 2213, m, 2217, f, 2758 2267 2608 2264 2726 2172 2171 2213 2217 2220 2437 2433 2441 3069 , m2758 m2267 f2608 m2264 (f2726) m2172 m2171 m2213 f2217 f2220 (f2437) f2433 f2441 f3069 , FMFMSSSWMMDDD, 2758 3069, 2213 2217, G1, 3, G-1, 2, 8, 5
420, 2758, m, 3069, f, 2213, m, 2217, f, 2758 2267 2608 2265 6985 2174 2173 2171 2213 2217 2220 2436 2433 2441 3069 , m2758 m2267 f2608 f2265 (m6985) m2174 f2173 m2171 m2213 f2217 f2220 (m2436) f2433 f2441 f3069 , FMMFSDSSWMFDDD, 2758 3069, 2213 2217, G0, 4, G-1, 2, 9, 5
